,id,conversation_id,created_at,date,timezone,place,tweet,language,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,urls,photos,video,thumbnail,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest,se_ep
17,157968261244395520,157968261244395520,1326497543000.0,2012-01-13 23:32:23,+0000,,#TheOffice great @ConanOBrien cameo!,en,['theoffice'],[],14707179,14707179,Shulil,Shulil ☕️,5,23,https://twitter.com/Shulil/status/157968261244395520,[],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep11
18,157966809553846272,157966809553846272,1326497196000.0,2012-01-13 23:26:36,+0000,,Gosh how i wishi was in that office right about now! RT @spokenworded: As black as a sudanese chin... #giddyjusysaidthat #theoffice.,en,"['giddyjusysaidthat', 'theoffice']",[],37882223,37882223,Sixth_Friend,Wakanyi,5,23,https://twitter.com/Sixth_Friend/status/157966809553846272,[],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep11
19,157966377209171969,157966377209171969,1326497093000.0,2012-01-13 23:24:53,+0000,,"I'm watching The Office, Trivia (S8EP11) #theoffice @theofficenbc @intonow  http://t.co/6hE6AnbE",en,['theoffice'],[],21364718,21364718,SeanHarman01,Sean Harman,5,23,https://twitter.com/SeanHarman01/status/157966377209171969,['http://into.tv/i/HWW8'],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep11
20,157965935154692096,157965935154692096,1326496988000.0,2012-01-13 23:23:08,+0000,,"#THEOFFICE Team Kevin & Meredith ,,No comment !!!!!!!!!!!!",en,['theoffice'],[],63926772,63926772,MarwaAljamea,Marwa ✨✍🏻 ﮼مروة،الجامع,5,23,https://twitter.com/MarwaAljamea/status/157965935154692096,[],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep11
21,157964769935114241,157964769935114241,1326496710000.0,2012-01-13 23:18:30,+0000,,Oh miso. You're so easy. That's what she said. #theoffice.  http://t.co/q9A3iZSI,en,['theoffice'],[],21256721,21256721,daniellekeene15,danielle keene,5,23,https://twitter.com/daniellekeene15/status/157964769935114241,['http://yfrog.com/h314600555j'],[],0,,False,1,0,2,,#TheOffice,,,,,,,[],,,,,s8ep11
22,157964613168795648,157964613168795648,1326496673000.0,2012-01-13 23:17:53,+0000,,"""What is SEE-attle?"" Hahah. #TheOffice",en,['theoffice'],[],191748198,191748198,gellybellybeans,Gel Rivera,5,23,https://twitter.com/gellybellybeans/status/157964613168795648,[],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep11
23,157964279537086464,157964279537086464,1326496593000.0,2012-01-13 23:16:33,+0000,,I knew the answer to the trivia question on #theoffice regarding Lamar Odom. How did I know it? The exact same way Kelly did. #khloeandlamar,en,"['theoffice', 'khloeandlamar']",[],320801048,320801048,itsreesecup,Reese McFaddin,5,23,https://twitter.com/itsreesecup/status/157964279537086464,[],[],0,,False,0,0,2,,#TheOffice,,,,,,,[],,,,,s8ep11
24,157962750201573376,157962750201573376,1326496229000.0,2012-01-13 23:10:29,+0000,,Ok. That was a pretty solid episode. Insult: REDACTED. #theoffice,en,['theoffice'],[],6841782,6841782,jacobrparker,Jacob R Parker,5,23,https://twitter.com/jacobrparker/status/157962750201573376,[],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep11
25,157962539697844224,157962539697844224,1326496178000.0,2012-01-13 23:09:38,+0000,,"""Since when has the been an office where we dive into each others personal lives"" -Michael Scott #TheOffice",en,['theoffice'],[],132542823,132542823,Timothy_Reilly,T. Reilly,5,23,https://twitter.com/Timothy_Reilly/status/157962539697844224,[],[],0,,False,0,1,0,,#TheOffice,,,,,,,[],,,,,s8ep11
26,157962412807565313,157962412807565313,1326496148000.0,2012-01-13 23:09:08,+0000,,When Tim kisses Gareth. #theoffice #martinfreemaniloveyou,en,"['theoffice', 'martinfreemaniloveyou']",[],166662511,166662511,amyj_hall,Amy Hall,5,23,https://twitter.com/amyj_hall/status/157962412807565313,[],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep11
27,157962311234097152,157962311234097152,1326496124000.0,2012-01-13 23:08:44,+0000,,"""closing time"" randomly came on the iPod at 5... #theoffice #andy",en,"['theoffice', 'andy']",[],109150928,109150928,toripohlner,tori pohlner bogner,5,23,https://twitter.com/toripohlner/status/157962311234097152,[],[],0,,False,0,1,0,,#TheOffice,,,,,,,[],,,,,s8ep11
28,157962263930748928,157962263930748928,1326496113000.0,2012-01-13 23:08:33,+0000,,Can we have an awesome blossum please? Extra awesome. #theoffice,en,['theoffice'],[],377591331,377591331,munromason,Mason,5,23,https://twitter.com/munromason/status/157962263930748928,[],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep11
29,157962220783927296,157962220783927296,1326496102000.0,2012-01-13 23:08:22,+0000,,"If you're a racist, I will attack you with the north. Those are the principles that I carry with me in the workplace #theoffice #diversity",en,"['theoffice', 'diversity']",[],134032980,134032980,mondragone1984,G,5,23,https://twitter.com/mondragone1984/status/157962220783927296,[],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep11
30,157961813038870529,157961813038870529,1326496005000.0,2012-01-13 23:06:45,+0000,,"""Let's get high off our own supply!"" #TheOffice",en,['theoffice'],[],191748198,191748198,gellybellybeans,Gel Rivera,5,23,https://twitter.com/gellybellybeans/status/157961813038870529,[],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep11
31,157960254259335169,157956051176665088,1326495634000.0,2012-01-13 23:00:34,+0000,,@TheFederalBar @TheFederalBar !! you were also in the last episode of #theoffice	- #michaelscott  should be a guest #mixologist  !! ! !!,en,"['theoffice', 'michaelscott', 'mixologist']",[],16302943,16302943,EricaJean007,EricaJean007,5,23,https://twitter.com/EricaJean007/status/157960254259335169,[],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep11
32,157960241814847488,157960241814847488,1326495631000.0,2012-01-13 23:00:31,+0000,,"Michael: We're all going to die, of obesity. So how much are we gonna lose? Jim: I would like to lose 65 pounds. #theoffice",en,['theoffice'],[],211057147,211057147,carellquotes,Michael Scott,5,23,https://twitter.com/carellquotes/status/157960241814847488,[],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep11
33,157960099070099456,157960099070099456,1326495597000.0,2012-01-13 22:59:57,+0000,,Back to regular Friday nights with tacos and the funniest shows on TV #BigBangTheory #ModernFamily #ParksAndRecreation #TheOffice #HIMYM,en,"['bigbangtheory', 'modernfamily', 'parksandrecreation', 'theoffice', 'himym']",[],278809810,278809810,justNkrunchbar,Justin K.,5,22,https://twitter.com/justNkrunchbar/status/157960099070099456,[],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep11
34,157959880970477568,157949873113677824,1326495545000.0,2012-01-13 22:59:05,+0000,,@JLothian Hope you got some splenda to go with it.  #TheOffice #MichaelScott,en,"['theoffice', 'michaelscott']",[],77463300,77463300,Mastersonc,Corey Masterson,5,22,https://twitter.com/Mastersonc/status/157959880970477568,[],[],0,,False,0,1,0,,#TheOffice,,,,,,,[],,,,,s8ep11
35,157959568993951745,157959568993951745,1326495470000.0,2012-01-13 22:57:50,+0000,,Most recent episode of #TheOffice was my favorite of the season so far. It felt like practically every character got a chance to shine.,en,['theoffice'],[],315973221,315973221,daviddixon0202,David Dixon,5,22,https://twitter.com/daviddixon0202/status/157959568993951745,[],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep11
36,157959528929951744,157959528929951744,1326495461000.0,2012-01-13 22:57:41,+0000,,Comedy tv shows time! #happyendings #modernfamily #parksandrecreation #theoffice #justtoofunny,en,"['happyendings', 'modernfamily', 'parksandrecreation', 'theoffice', 'justtoofunny']",[],364288031,364288031,AndyKoovits,Koovits,5,22,https://twitter.com/AndyKoovits/status/157959528929951744,[],[],0,,False,0,0,1,,#TheOffice,,,,,,,[],,,,,s8ep11
37,157958519298068480,157958519298068480,1326495220000.0,2012-01-13 22:53:40,+0000,,The best bits of 'The Office' these days are the cold opens. #theoffice,en,['theoffice'],[],174104333,174104333,JohnnyCroxford,John Croxford,5,22,https://twitter.com/JohnnyCroxford/status/157958519298068480,[],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep11
38,157958308349755392,157958308349755392,1326495170000.0,2012-01-13 22:52:50,+0000,,"""have you ever noticed that you only ooze two things? Sexuality and pus."" #theoffice #creedthoughts",en,"['theoffice', 'creedthoughts']",[],287431902,287431902,zanderevans18,Alex,5,22,https://twitter.com/zanderevans18/status/157958308349755392,[],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep11
39,157957276412547072,157957276412547072,1326494924000.0,2012-01-13 22:48:44,+0000,,"""There's such a thing as 'good grief'. Just ask Charlie Brown"" -Michael Scott #TheOffice",en,['theoffice'],[],36844100,36844100,WHOAitsmelissa,Melissa Ayluardo,5,22,https://twitter.com/WHOAitsmelissa/status/157957276412547072,[],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep11
40,157956529864183808,157956529864183808,1326494746000.0,2012-01-13 22:45:46,+0000,,Is there any guy who doesn't want to be Jim from #TheOffice,en,['theoffice'],[],430391483,430391483,stets_tweetthis,Stetson Honig,5,22,https://twitter.com/stets_tweetthis/status/157956529864183808,[],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep11
41,157956344396259328,157956344396259328,1326494701000.0,2012-01-13 22:45:01,+0000,,I'm really missing #stevecarell on #theoffice,en,"['stevecarell', 'theoffice']",[],87975940,87975940,badibeti,K,5,22,https://twitter.com/badibeti/status/157956344396259328,[],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep11
42,157956039617150976,157956039617150976,1326494629000.0,2012-01-13 22:43:49,+0000,,"""Ray Charles famously had this state on his mind, what is its capital?"" ""what is... SEE-attle?!"" hahaha #Kevin #TheOffice",en,"['kevin', 'theoffice']",[],302269520,302269520,Boone_saw,Boone Niederhofer,5,22,https://twitter.com/Boone_saw/status/157956039617150976,[],[],0,,False,0,1,0,,#TheOffice,,,,,,,[],,,,,s8ep11
43,157955931110506497,157955931110506497,1326494603000.0,2012-01-13 22:43:23,+0000,,“@OfficeTally: Some fans said they saw Steve Carell in last night's episode of #TheOffice. What do you think?  http://t.co/vX5rfY1P” def him,en,['theoffice'],[],275185883,275185883,giadeangel0,Gia,5,22,https://twitter.com/giadeangel0/status/157955931110506497,['http://ow.ly/8sY3F'],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep11
44,157955493866909696,157955493866909696,1326494499000.0,2012-01-13 22:41:39,+0000,,time for #THEOFFICE,en,['theoffice'],[],63926772,63926772,MarwaAljamea,Marwa ✨✍🏻 ﮼مروة،الجامع,5,22,https://twitter.com/MarwaAljamea/status/157955493866909696,[],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep11
45,157954641726930945,157954641726930945,1326494295000.0,2012-01-13 22:38:15,+0000,,#theoffice and #naptime I've been waiting for this all day!,en,"['theoffice', 'naptime']",[],36958149,36958149,Jacqu_eee,Jackie S,5,22,https://twitter.com/Jacqu_eee/status/157954641726930945,[],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep11
46,157954057661718528,157954057661718528,1326494156000.0,2012-01-13 22:35:56,+0000,,"""who is Jesus's dad?"" #TheOffice",en,['theoffice'],[],371406259,371406259,momo3652,Monish Shah,5,22,https://twitter.com/momo3652/status/157954057661718528,[],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep11
47,157952202588164096,157948301646376960,1326493714000.0,2012-01-13 22:28:34,+0000,,@S_H_A_N_E__ Finally you appreciate good comedy #theoffice,en,['theoffice'],[],236018148,236018148,GearoidMoriarty,Keyser Söze,5,22,https://twitter.com/GearoidMoriarty/status/157952202588164096,[],[],0,,False,0,1,0,,#TheOffice,,,,,,,[],,,,,s8ep11
49,157950267189510144,157950267189510144,1326493252000.0,2012-01-13 22:20:52,+0000,,@OfficeTally:Some fans said they saw Steve Carell in last night's episode of #TheOffice.What do you think?  http://t.co/sW176tM @jedi_girl26,en,['theoffice'],[],218705290,218705290,Demarie7,Dee,5,22,https://twitter.com/Demarie7/status/157950267189510144,['http://ow.ly/8sY3F'],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep11
50,157950241235144704,157950241235144704,1326493246000.0,2012-01-13 22:20:46,+0000,"{'type': 'Point', 'coordinates': [32.8179984, -97.13105584]}","""a fluke is one of the most common fish in the sea, if you go looking for one, chances are you just might find one"" -Kevin #theoffice",en,['theoffice'],[],243267779,243267779,krisiruth,Krisi Johnson,5,22,https://twitter.com/krisiruth/status/157950241235144704,[],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep11
51,157949377258848256,157949377258848256,1326493040000.0,2012-01-13 22:17:20,+0000,,"""What do blind people think about?"" -Kevin ""Okay, dogs, canes, signs, manholes, stairs, pianos, darkness..."" -Erin  #theoffice",en,['theoffice'],[],20000804,20000804,jour,Jourdan Ryan,5,22,https://twitter.com/jour/status/157949377258848256,[],[],0,,False,0,0,1,,#TheOffice,,,,,,,[],,,,,s8ep11
52,157949279057616897,157949279057616897,1326493017000.0,2012-01-13 22:16:57,+0000,,#TheOffice since I missed it last night,en,['theoffice'],[],268932595,268932595,_DesPain_,Jalapeño Negro 🥶❤️‍🔥,5,22,https://twitter.com/_DesPain_/status/157949279057616897,[],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep11
53,157949255775027201,157949255775027201,1326493011000.0,2012-01-13 22:16:51,+0000,,Awesome! “@OfficeTally: Some fans said they saw Steve Carell in last night's episode of #TheOffice. What do you think?  http://t.co/YtD30w0F”,en,['theoffice'],[],23547045,23547045,c0nall_,Konall Gribben,5,22,https://twitter.com/c0nall_/status/157949255775027201,['http://ow.ly/8sY3F'],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep11
54,157948897501777920,157948897501777920,1326492926000.0,2012-01-13 22:15:26,+0000,,Catchin up on my shows #jerseyshore #theoffice #30rock,en,"['jerseyshore', 'theoffice', '30rock']",[],462464711,462464711,MrTyler27,Zach Tyler,5,22,https://twitter.com/MrTyler27/status/157948897501777920,[],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep11
55,157948874961588224,157948874961588224,1326492920000.0,2012-01-13 22:15:20,+0000,,"So Oscar is gay, Pam & Jim are lovers, Dwight & the blonde chick have an affair #TheOffice is the BEST!",en,['theoffice'],[],146247411,146247411,slimeuey,EKY,5,22,https://twitter.com/slimeuey/status/157948874961588224,[],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep11
56,157948280012161024,157948280012161024,1326492779000.0,2012-01-13 22:12:59,+0000,,"""You're an extremely fine toilet, I'm just an extraordinary piece of crap."" #theoffice",en,['theoffice'],[],264868776,264868776,laurawhatcott,Laura Whatcott,5,22,https://twitter.com/laurawhatcott/status/157948280012161024,[],[],0,,False,0,0,1,,#TheOffice,,,,,,,[],,,,,s8ep11
57,157947588920868864,157947588920868864,1326492614000.0,2012-01-13 22:10:14,+0000,,"""I am the toilet of this office. I flush away annoying problems so others can keep their hands clean."" -Gabe #theoffice",en,['theoffice'],[],20000804,20000804,jour,Jourdan Ryan,5,22,https://twitter.com/jour/status/157947588920868864,[],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep11
58,157947065161359361,157947065161359361,1326492489000.0,2012-01-13 22:08:09,+0000,,Long flight to Asia. Series 2 of #TheOffice kept me amused. @rickygervais deadpan genius,en,['theoffice'],[],75232520,75232520,kumithiru,Kumi Thiruchelvam,5,22,https://twitter.com/kumithiru/status/157947065161359361,[],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep11
59,157946539657003008,157946539657003008,1326492364000.0,2012-01-13 22:06:04,+0000,,"""Impressive office you have here, surrounded by shrubbery, like a squirrel's office."" -Dwight #theoffice",en,['theoffice'],[],20000804,20000804,jour,Jourdan Ryan,5,22,https://twitter.com/jour/status/157946539657003008,[],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep11
0,160510912879534080,160510912879534080,1327103758000.0,2012-01-20 23:55:58,+0000,,You've just been meatballed #theoffice,en,['theoffice'],[],299855958,299855958,scully_WAGS__,Brad Scullion,5,23,https://twitter.com/scully_WAGS__/status/160510912879534080,[],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep12
1,160510817735938049,160510817735938049,1327103735000.0,2012-01-20 23:55:35,+0000,,Dwight Schrute's 13 Best Moments #theoffice #dwight  http://t.co/qG82e3bi,en,"['theoffice', 'dwight']",[],404240393,404240393,devalapatel,Deval Patel,5,23,https://twitter.com/devalapatel/status/160510817735938049,['http://www.buzzfeed.com/jpmoore/dwight-schrutes-best-moments'],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep12
2,160510324808744961,160510324808744961,1327103618000.0,2012-01-20 23:53:38,+0000,,"In celebration of @RainnWilson's birthday today, here are Dwight Schrute's 13 Best Moments  http://t.co/aVnh6H0O #theoffice",en,['theoffice'],[],15175368,15175368,theofficetv,The Office on Peacock,5,23,https://twitter.com/theofficetv/status/160510324808744961,['http://www.buzzfeed.com/jpmoore/dwight-schrutes-best-moments'],[],0,,False,42,3,103,,#TheOffice,,,,,,,[],,,,,s8ep12
3,160510059397382144,160510059397382144,1327103554000.0,2012-01-20 23:52:34,+0000,,"T-1 hour til @pj_collins comes home from class. We shall remain in our cozy apt, drink hot tea & watch #theoffice while it snows outside...",en,['theoffice'],[],403723078,403723078,kkcollins24,Christiana Collins,5,23,https://twitter.com/kkcollins24/status/160510059397382144,[],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep12
4,160509797874139137,160509797874139137,1327103492000.0,2012-01-20 23:51:32,+0000,,"""You sound really pretty today!"" I love #TheOffice.",en,['theoffice'],[],41274238,41274238,M_DUNZO,megan dunn,5,23,https://twitter.com/M_DUNZO/status/160509797874139137,[],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep12
5,160509730400382976,160483938576502784,1327103476000.0,2012-01-20 23:51:16,+0000,,"@Kenna_Savage Just literally watched the most recent episode of #theoffice! But I did not know that, but will follow them now! #yourethebest",en,"['theoffice', 'yourethebest']",[],391826745,391826745,reba_proctor,Rebekah Proctor,5,23,https://twitter.com/reba_proctor/status/160509730400382976,[],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep12
6,160509443811983361,160509443811983361,1327103408000.0,2012-01-20 23:50:08,+0000,,"""If I cant scuba, then what's this all been about?"" - #creed #theoffice",en,"['creed', 'theoffice']",[],19770347,19770347,matts,Matt Sellers,5,23,https://twitter.com/matts/status/160509443811983361,[],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep12
7,160509100428496896,160509100428496896,1327103326000.0,2012-01-20 23:48:46,+0000,,"""i'm a night owl and an early bird...so i'm wise, and i have worms"" #theoffice",en,['theoffice'],[],268060478,268060478,allieoyo,Allie Phillips,5,23,https://twitter.com/allieoyo/status/160509100428496896,[],[],0,,False,0,0,1,,#TheOffice,,,,,,,[],,,,,s8ep12
8,160509073614307328,160509073614307328,1327103319000.0,2012-01-20 23:48:39,+0000,,Love Irish exits and love the office from last night #theoffice,en,['theoffice'],[],288326611,288326611,MelisBreslin,Melissa Breslin,5,23,https://twitter.com/MelisBreslin/status/160509073614307328,[],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep12
9,160508459870191616,160508459870191616,1327103173000.0,2012-01-20 23:46:13,+0000,,#theoffice Chris Finch: What did you say. When asked who the president of Cuba was? David Brent: Fray Bentos,en,['theoffice'],[],282023533,282023533,alexisonfire34,alex,5,23,https://twitter.com/alexisonfire34/status/160508459870191616,[],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep12
10,160508284707672065,160508284707672065,1327103131000.0,2012-01-20 23:45:31,+0000,,"I'm watching The Office, Pool Party (S8EP12) #theoffice @theofficenbc @intonow  http://t.co/6eRfCjxM",en,['theoffice'],[],20562373,20562373,BitTorres33,Constant,5,23,https://twitter.com/BitTorres33/status/160508284707672065,['http://into.tv/i/HDqY'],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep12
11,160507134000365569,160507134000365569,1327102857000.0,2012-01-20 23:40:57,+0000,,Erin and Dwight flirting might be the most disturbing thing ever. I don't know how to feel about it. #TheOffice,en,['theoffice'],[],34061181,34061181,MaggieSylke,Maggie Sylke,5,23,https://twitter.com/MaggieSylke/status/160507134000365569,[],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep12
12,160506996179734528,160506996179734528,1327102824000.0,2012-01-20 23:40:24,+0000,,why whould you choose me? cuz I'm mighty? Cuz I'm the mannlyest part of the party? #dwight #theoffice,en,"['dwight', 'theoffice']",[],142827040,142827040,rachh42,Rachel Elizabeth,5,23,https://twitter.com/rachh42/status/160506996179734528,[],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep12
13,160506816768393217,160506816768393217,1327102781000.0,2012-01-20 23:39:41,+0000,,"#theoffice #jobappraisal David Brent to Keith - ""Under weaknesses you've put eczma #",en,"['theoffice', 'jobappraisal']",[],282023533,282023533,alexisonfire34,alex,5,23,https://twitter.com/alexisonfire34/status/160506816768393217,[],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep12
14,160506275875135489,160506275875135489,1327102652000.0,2012-01-20 23:37:32,+0000,,"""I guess I have a face you can trust, because of my low cheek bones"" #theoffice",en,['theoffice'],[],391580535,391580535,j_iwanowski,jamminjoben,5,23,https://twitter.com/j_iwanowski/status/160506275875135489,[],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep12
15,160506274969157632,160506274969157632,1327102652000.0,2012-01-20 23:37:32,+0000,,People that dont like the new season of #theoffice are idiots.,en,['theoffice'],[],92127802,92127802,GoodMattPeters,Matt Peters,5,23,https://twitter.com/GoodMattPeters/status/160506274969157632,[],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep12
16,160506181490708480,160506181490708480,1327102630000.0,2012-01-20 23:37:10,+0000,,Just found my favorite episode of #theoffice. Threat Level Midnight. Best.,en,['theoffice'],[],118938232,118938232,kelsmallsy,Kelly Cummins,5,23,https://twitter.com/kelsmallsy/status/160506181490708480,[],[],0,,False,0,0,1,,#TheOffice,,,,,,,[],,,,,s8ep12
17,160506122401361921,160506122401361921,1327102616000.0,2012-01-20 23:36:56,+0000,,i guess andy is not yet over his current girlfriend #erin #theoffice,en,"['erin', 'theoffice']",[],142827040,142827040,rachh42,Rachel Elizabeth,5,23,https://twitter.com/rachh42/status/160506122401361921,[],[],0,,False,0,0,1,,#TheOffice,,,,,,,[],,,,,s8ep12
18,160505797225365504,160505797225365504,1327102538000.0,2012-01-20 23:35:38,+0000,,"I'm watching The Office, Mrs. California (S8EP9) #theoffice @theofficenbc @intonow  http://t.co/cmWPIA4x",en,['theoffice'],[],29262913,29262913,layswhatever,Lays,5,23,https://twitter.com/layswhatever/status/160505797225365504,['http://into.tv/i/HD1n'],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep12
19,160505564093358080,160505564093358080,1327102483000.0,2012-01-20 23:34:43,+0000,,and these idiots gonna follow #theoffice,en,['theoffice'],[],76141707,76141707,mingfire,Carbi B,5,23,https://twitter.com/mingfire/status/160505564093358080,[],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep12
20,160505505679278080,160505505679278080,1327102469000.0,2012-01-20 23:34:29,+0000,,OMG! did he really get naked?! #theoffice,en,['theoffice'],[],76141707,76141707,mingfire,Carbi B,5,23,https://twitter.com/mingfire/status/160505505679278080,[],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep12
21,160505346077638656,160505346077638656,1327102431000.0,2012-01-20 23:33:51,+0000,,yeah all of us in the pool saying HERAW and the last one in the pool saying HERAW is it #kevin #theoffice,en,"['kevin', 'theoffice']",[],142827040,142827040,rachh42,Rachel Elizabeth,5,23,https://twitter.com/rachh42/status/160505346077638656,[],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep12
22,160505277018406912,160505277018406912,1327102414000.0,2012-01-20 23:33:34,+0000,,this is the longest house tour ever #theoffice,en,['theoffice'],[],76141707,76141707,mingfire,Carbi B,5,23,https://twitter.com/mingfire/status/160505277018406912,[],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep12
23,160504925237936128,160504925237936128,1327102330000.0,2012-01-20 23:32:10,+0000,,"I'm watching The Office, Pool Party (S8EP12) #theoffice @theofficenbc @intonow  http://t.co/CTs0CL2s",en,['theoffice'],[],22800249,22800249,DJGMAC,DJGMAC.com,5,23,https://twitter.com/DJGMAC/status/160504925237936128,['http://into.tv/i/HDjZ'],[],0,,False,0,1,0,,#TheOffice,,,,,,,[],,,,,s8ep12
24,160504914622156800,160504914622156800,1327102328000.0,2012-01-20 23:32:08,+0000,,"""Your dentist's name is 'Crentist'? ...Huh. Sounds a lot like 'dentist'..."" #TheOffice",en,['theoffice'],[],25613591,25613591,megslice,M.J. Pack,5,23,https://twitter.com/megslice/status/160504914622156800,[],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep12
25,160504854366785537,160504854366785537,1327102313000.0,2012-01-20 23:31:53,+0000,,I wish Andy stop being stupid about Erin #theoffice,en,['theoffice'],[],76141707,76141707,mingfire,Carbi B,5,23,https://twitter.com/mingfire/status/160504854366785537,[],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep12
26,160504801627611142,160504801627611142,1327102301000.0,2012-01-20 23:31:41,+0000,,I haven't proposed to anyone in years #andy #theoffice,en,"['andy', 'theoffice']",[],142827040,142827040,rachh42,Rachel Elizabeth,5,23,https://twitter.com/rachh42/status/160504801627611142,[],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep12
27,160504779242614784,160504779242614784,1327102296000.0,2012-01-20 23:31:36,+0000,,Its the parkour! #theoffice,en,['theoffice'],[],21369092,21369092,CuJ,CJ,5,23,https://twitter.com/CuJ/status/160504779242614784,[],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep12
28,160504660866777088,160504660866777088,1327102267000.0,2012-01-20 23:31:07,+0000,,#theoffice kills me #toofunny :'),en,"['theoffice', 'toofunny']",[],269740205,269740205,iamemilysanz,Emerson,5,23,https://twitter.com/iamemilysanz/status/160504660866777088,[],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep12
29,160504403583971328,160504403583971328,1327102206000.0,2012-01-20 23:30:06,+0000,,Stanley: Pants only need a chair if there's a person in them. #TheOffice,en,['theoffice'],[],7723382,7723382,OfficeTally,OfficeTally,5,23,https://twitter.com/OfficeTally/status/160504403583971328,[],[],0,,False,6,0,8,,#TheOffice,,,,,,,[],,,,,s8ep12
30,160503537703460865,160503537703460865,1327102000000.0,2012-01-20 23:26:40,+0000,,why kelly got sunglasses on but it's night time?! #theoffice,en,['theoffice'],[],76141707,76141707,mingfire,Carbi B,5,23,https://twitter.com/mingfire/status/160503537703460865,[],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep12
