season,episode,desc
9,11,"Clark returns from his stint as Jan's sexual assistant and Dwight enlists his help; the two pose as a father and son so that they can successfully sell to the owner of a suit warehouse. Darryl travels to Philadelphia with Pam to interview at Jim's new company; after a mixed interview, Darryl gets the job. Meanwhile, Pam starts to realize that her family may have to leave Scranton."
9,12,"Jim is forced to miss Cece's first recital after a major investor exits his company. Dwight tries to prevent Darryl from leaving the office. Nellie accidentally outs Pete and Erin. Jim is upset with Pam because of her failure to record Cece's recital, but the argument quickly escalates into a major fight about Jim's business venture. Boom mic operator Brian (Chris Diamantopoulos) enters  the shot to comfort a distressed Pam."
9,13,"Dunder Mifflin CEO David Wallace (Andy Buckley) tasks Dwight with finding a part-time replacement for Jim; Dwight in turn enlists several of his close friends, including his cousin Mose (Michael Schur). Pam tries to find out who her new desk mate will be."
9,14,"Someone vandalizes Pam's warehouse mural. Distraught, she seeks the help of Dwight and Nellie, who both eagerly help her track down the vandal. Meanwhile, in their Philadelphia apartment, Darryl is uncomfortable with Jim's uncleanliness. Angela begrudgingly allows Oscar and Kevin to attend her son Phillip's first birthday party."
9,15,"The office pairs into couples so that they may all be able to take advantage of a Valentine's Day discount at a mini-mall. After Andy returns from his boat trip, Erin decides that she is going to break up with him so that she can be with Pete, but Pete begins to doubt her. Pam and Jim share lunch with Brian, the documentary's sound man."
9,16,"Pam interviews for a job in Philadelphia, but her potential manager (Bob Odenkirk) reminds her of her former boss, Michael Scott. Dwight acquires the help of Angela in order to give his elderly Aunt Shirley (Mary Gillis) a bath. Meanwhile, Andy attempts to make Pete and Erin feel uncomfortable."
9,17,Oscar attends the funeral of Dwight's Aunt Shirley at Schrute Farms. Dwight's sister Fannie (Majandra Delfino) and brother Jeb (Thomas Middleditch) also attend and Shirley stipulates in her will that they are set to inherit her farm only if they choose to live and work it themselves. Todd Packer (David Koechner) returns to the office to make amends as part of an alcoholic and narcotics recovery process but instead hands out cupcakes laced with laxatives and drugs.
9,18,"Everyone in the office is excited when international promos for the documentary surface, but are soon horrified to discover how much candid filming has taken place. While everyone panics about their secrets being revealed, Pam reflects upon how much she and Jim have changed over the past nine years. Dwight makes Angela jealous when he starts dating a Brussels sprout farmer, who Clark suspects may be trying to lure Dwight into a scam. Andy battles rude comments on the Internet. Meanwhile, Jim and Darryl have a big meeting with Major League baseball player, Ryan Howard, who pitches a bizarre sci-fi sports movie about himself."
9,19,"The elevators are under maintenance and the office workers have to walk up the stairs, a situation everyone deems the ""Stairmageddon"". Exhausted after climbing the stairs, Stanley refuses to go back down in order to close a sale with one of their bigger clients. Dwight is forced to shoot Stanley with a few bull tranquillizer darts to knock him out. Dwight and Clark then take a drugged Stanley on the sales call. Pam and Jim spend time talking with Nellie and Toby respectively about their marital troubles and couples counselling. Angela attends a press conference with the senator who outs himself as gay on television, and shocking both her and Oscar, reveals his relationship with his chief of staff. Andy meets with a talent agent named Carla Fern (Roseanne Barr)."
9,20,"Dwight and Angela participate in a paper airplane contest and compete against each other. Meanwhile, Andy prepares for a potential acting job, and Jim and Pam utilize new skills that they learned in couples counseling. Roseanne Barr guest stars in this episode as well."
9,21,"Andy decides to pursue a career as a professional actor, and quits his job at Dunder Mifflin. Meanwhile, Dwight finally receives his black belt in karate from his new sensei (Michael Imperioli) and, on the behest of Jim, is promoted to Regional Manager of the Scranton branch. Jim, who reconnects with Pam, is promoted by Dwight to be the new Assistant to the Regional Manager and makes it clear that he will choose her over Philadelphia. Angela is evicted from her apartment and temporarily moves in with Oscar who she confesses her love for Dwight to."
9,22,"Jim convinces Dwight that he needs to choose someone to act as an Assistant to the Assistant to the Regional Manager; the two subsequently hold tryouts for the position. After her daycare turns away her child, Angela is forced to bring her kid to work. Andy auditions for ""The Next Great A Cappella Sensation"". This episode guest stars Aaron Rodgers, Clay Aiken, Mark McGrath, Santigold, and Jessica St. Clair."
9,23,"One year after the airing of the documentary, past and present employees of Dunder Mifflin gather for Dwight and Angela's wedding. Dwight initially chooses Jim to be his best man, but Michael Scott (Steve Carell) shows up and takes his place. Finally, everyone comes together for a final round of interviews, during which Erin reunites with her biological parents and everyone is brought to tears. The episode guest stars Steve Carell, Rachael Harris, Dakota Johnson, Joan Cusack, Sendhil Ramamurthy, Ed Begley, Jr., Malcolm Barrett, Matt L. Jones, Bill Hader, Seth Meyers, and Nancy Carell."
